director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,title_year,director_genre_actors
Deryck Broom,Vic Mignogna,Omar Benson Miller,Anupam Kher,Animation,The Lion of Judah,2011.0,Deryck Broom Vic Mignogna  Omar Benson Miller Anupam Kher Animation
Henry Hathaway,Joseph Cotten,Jean Peters,Will Wright,Crime Film-Noir Thriller,Niagara,1953.0,Henry Hathaway Joseph Cotten  Jean Peters Will Wright Crime Film-Noir Thriller
John Ford,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald,Drama Family,How Green Was My Valley,1941.0,John Ford Roddy McDowall  Walter Pidgeon Barry Fitzgerald Drama Family
unknown,Mary Lynn Rajskub,Riley Keough,Paul Sparks,Drama,The Girlfriend Experience            ,0.0,unknown Mary Lynn Rajskub  Riley Keough Paul Sparks Drama
Spike Lee,Rami Malek,Elvis Nolasco,Felicia Pearson,Comedy Romance Thriller,Da Sweet Blood of Jesus,2014.0,Spike Lee Rami Malek  Elvis Nolasco Felicia Pearson Comedy Romance Thriller
Steven Soderbergh,Peter Gallagher,Laura San Giacomo,Steven Brill,Drama,"Sex, Lies, and Videotape",1989.0,Steven Soderbergh Peter Gallagher  Laura San Giacomo Steven Brill Drama
James Wan,Michael Emerson,Monica Potter,Shawnee Smith,Horror Mystery Thriller,Saw,2004.0,James Wan Michael Emerson  Monica Potter Shawnee Smith Horror Mystery Thriller
Jay Chandrasekhar,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar,Comedy Crime Mystery,Super Troopers,2001.0,Jay Chandrasekhar Geoffrey Arend  Daniel von Bargen Jay Chandrasekhar Comedy Crime Mystery
Giovanni Zelko,Zuhair Haddad,Harry Lennix,Ben Youcef,Action Romance Thriller,The Algerian,2014.0,Giovanni Zelko Zuhair Haddad  Harry Lennix Ben Youcef Action Romance Thriller
Claudia Sainte-Luce,Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo,Comedy Drama,The Amazing Catfish,2013.0,Claudia Sainte-Luce Ximena Ayala  Vera Wilson José Manuel Orozco Angulo Comedy Drama
Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger,Drama Sci-Fi Thriller,The Day the Earth Stood Still,2008.0,Scott Derrickson Keanu Reeves  Jon Hamm Juan Riedinger Drama Sci-Fi Thriller
Mira Nair,Naseeruddin Shah,Randeep Hooda,Lillete Dubey,Comedy Drama Romance,Monsoon Wedding,2001.0,Mira Nair Naseeruddin Shah  Randeep Hooda Lillete Dubey Comedy Drama Romance
Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann,Drama,You Can Count on Me,2000.0,Kenneth Lonergan Matthew Broderick  Rory Culkin Gaby Hoffmann Drama
Alfred Hitchcock,Jerry Mathers,John Forsythe,Royal Dano,Comedy Mystery Romance,The Trouble with Harry,1955.0,Alfred Hitchcock Jerry Mathers  John Forsythe Royal Dano Comedy Mystery Romance
Paul McGuigan,Bruce Willis,Morgan Freeman,Dorian Missick,Crime Drama Mystery Thriller,Lucky Number Slevin,2006.0,Paul McGuigan Bruce Willis  Morgan Freeman Dorian Missick Crime Drama Mystery Thriller
Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian,Comedy Drama,But I'm a Cheerleader,1999.0,Jamie Babbit Natasha Lyonne  Clea DuVall Eddie Cibrian Comedy Drama
David Boyd,Vivica A. Fox,Drew Waters,Scott Elrod,Drama Sport,Home Run,2013.0,David Boyd Vivica A. Fox  Drew Waters Scott Elrod Drama Sport
Quentin Tarantino,Quentin Tarantino,Steve Buscemi,Chris Penn,Crime Drama Thriller,Reservoir Dogs,1992.0,Quentin Tarantino Quentin Tarantino  Steve Buscemi Chris Penn Crime Drama Thriller
Walter Lang,Spring Byington,Nigel Bruce,Gale Sondergaard,Drama Family Fantasy,The Blue Bird,1940.0,Walter Lang Spring Byington  Nigel Bruce Gale Sondergaard Drama Family Fantasy
Sergio Leone,Clint Eastwood,Luigi Pistilli,Enzo Petito,Western,"The Good, the Bad and the Ugly",1966.0,Sergio Leone Clint Eastwood  Luigi Pistilli Enzo Petito Western
Anna Muylaert,Alex Huszar,Regina Casé,Luis Miranda,Comedy Drama,The Second Mother,2015.0,Anna Muylaert Alex Huszar  Regina Casé Luis Miranda Comedy Drama
Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange,Comedy Drama,Blue Like Jazz,2012.0,Steve Taylor Jason Marsden  Marshall Allman Eric Lange Comedy Drama
Kurt Voss,Lemmy,Coyote Shivers,Zoë Poledouris,Comedy Music,Down and Out with the Dolls,2001.0,Kurt Voss Lemmy  Coyote Shivers Zoë Poledouris Comedy Music
Léa Pool,unknown,unknown,unknown,Documentary,"Pink Ribbons, Inc.",2011.0,Léa Pool unknown  unknown unknown Documentary
James David Pasternak,Robin Williams,Sarah Silverman,Jonathan Winters,Comedy Documentary,Certifiably Jonathan,2007.0,James David Pasternak Robin Williams  Sarah Silverman Jonathan Winters Comedy Documentary
Laurent Bouhnik,Déborah Révy,Johnny Amaro,Yassine Azzouz,Drama,Q,2011.0,Laurent Bouhnik Déborah Révy  Johnny Amaro Yassine Azzouz Drama
Tom Sanchez,Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya,Comedy Drama,The Knife of Don Juan,2013.0,Tom Sanchez Nataniel Sánchez  Antonio Arrué Juan Carlos Montoya Comedy Drama
David Caffrey,Marley Shelton,Scott Adsit,Jim Cody Williams,Adventure Comedy Drama,Grand Theft Parsons,2003.0,David Caffrey Marley Shelton  Scott Adsit Jim Cody Williams Adventure Comedy Drama
Adam Jay Epstein,Rich Ceraulo,Denise Boutte,Vanessa Lee Chester,Comedy,Extreme Movie,2008.0,Adam Jay Epstein Rich Ceraulo  Denise Boutte Vanessa Lee Chester Comedy
Michael Curtiz,Errol Flynn,David Niven,Spring Byington,Action Adventure Romance War,The Charge of the Light Brigade,1936.0,Michael Curtiz Errol Flynn  David Niven Spring Byington Action Adventure Romance War
Justin Thomas Ostensen,Michael Berryman,Kristin Booth,Michael Eisner,Thriller,Below Zero,2011.0,Justin Thomas Ostensen Michael Berryman  Kristin Booth Michael Eisner Thriller
Brenton Spencer,Christie Burke,Victor Zinck Jr.,Chelsey Reist,Action Horror Mystery Thriller,Crowsnest,2012.0,Brenton Spencer Christie Burke  Victor Zinck Jr. Chelsey Reist Action Horror Mystery Thriller
Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell,Adventure Comedy Sport,Airborne,1993.0,Rob Bowman Alanna Ubach  Jacob Vargas Brittney Powell Adventure Comedy Sport
Ossie Davis,Redd Foxx,Cleavon Little,Calvin Lockhart,Action Comedy,Cotton Comes to Harlem,1970.0,Ossie Davis Redd Foxx  Cleavon Little Calvin Lockhart Action Comedy
Jay Alaimo,William McNamara,Sabrina Carmichael,Patrick Muldoon,Horror,The Wicked Within,2015.0,Jay Alaimo William McNamara  Sabrina Carmichael Patrick Muldoon Horror
Dylan Bank,Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond,Horror,Bleeding Hearts,2015.0,Dylan Bank Seregon O'Dassey  Deirdre Lorenz Dustin Diamond Horror
Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies,Comedy,Waiting...,2005.0,Rob McKittrick Ryan Reynolds  Dane Cook Vanessa Lengies Comedy
Shane Meadows,Paddy Considine,Gary Stretch,George Newton,Crime Drama Thriller,Dead Man's Shoes,2004.0,Shane Meadows Paddy Considine  Gary Stretch George Newton Crime Drama Thriller
unknown,Richard Cawthorne,John Jarratt,Lucy Fry,Drama Horror Thriller,Wolf Creek            ,0.0,unknown Richard Cawthorne  John Jarratt Lucy Fry Drama Horror Thriller
Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell,Action Drama Horror Thriller,From a Whisper to a Scream,1987.0,Jeff Burr Terry Kiser  Clu Gulager Susan Tyrrell Action Drama Horror Thriller
Harry Gantz,unknown,unknown,unknown,Documentary Drama,Sex with Strangers,2002.0,Harry Gantz unknown  unknown unknown Documentary Drama
Guy Maddin,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale,Comedy Horror Musical,Dracula: Pages from a Virgin's Diary,2002.0,Guy Maddin Sarah Murphy-Dyson  CindyMarie Small Brent Neale Comedy Horror Musical
Regardt van den Bergh,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson,Drama,Faith Like Potatoes,2006.0,Regardt van den Bergh Sean Cameron Michael  Frank Rautenbach Jeanne Neilson Drama
Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne,Sci-Fi Thriller,Beyond the Black Rainbow,2010.0,Panos Cosmatos Chris Gauthier  Marilyn Norry Eva Bourne Sci-Fi Thriller
Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah,Action Crime Thriller,The Raid: Redemption,2011.0,Gareth Evans Iko Uwais  Yayan Ruhian Donny Alamsyah Action Crime Thriller
Matthew R. Anderson,Johnny Pacar,Vernon Wells,Matthew R. Anderson,Action Horror Sci-Fi,The Dead Undead,2010.0,Matthew R. Anderson Johnny Pacar  Vernon Wells Matthew R. Anderson Action Horror Sci-Fi
Joe Marino,Piero Maggiò,Anella Vastola,Joe Marino,Horror,The Vatican Exorcisms,2013.0,Joe Marino Piero Maggiò  Anella Vastola Joe Marino Horror
Michael Curtiz,Humphrey Bogart,Claude Rains,Conrad Veidt,Drama Romance War,Casablanca,1942.0,Michael Curtiz Humphrey Bogart  Claude Rains Conrad Veidt Drama Romance War
Joel Anderson,Talia Zucker,Rosie Traynor,Martin Sharpe,Drama Horror Mystery Thriller,Lake Mungo,2008.0,Joel Anderson Talia Zucker  Rosie Traynor Martin Sharpe Drama Horror Mystery Thriller
Shimit Amin,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,Comedy Drama,Rocket Singh: Salesman of the Year,2009.0,Shimit Amin Ranbir Kapoor  Shazahn Padamsee Gauhar Khan Comedy Drama
Douglas Trumbull,Bruce Dern,Ron Rifkin,Jesse Vint,Drama Sci-Fi,Silent Running,1972.0,Douglas Trumbull Bruce Dern  Ron Rifkin Jesse Vint Drama Sci-Fi
John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers,Drama Sport,Rocky,1976.0,John G. Avildsen Sylvester Stallone  Burgess Meredith Carl Weathers Drama Sport
Mona Fastvold,Christopher Abbott,Brady Corbet,Gitte Witt,Drama,The Sleepwalker,2014.0,Mona Fastvold Christopher Abbott  Brady Corbet Gitte Witt Drama
John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,Fantasy Horror,The Fog,1980.0,John Carpenter Jamie Lee Curtis  Hal Holbrook Janet Leigh Fantasy Horror
Tony Richardson,Albert Finney,Susannah York,Hugh Griffith,Adventure Comedy History,Tom Jones,1963.0,Tony Richardson Albert Finney  Susannah York Hugh Griffith Adventure Comedy History
Levan Gabriadze,Shelley Hennig,Renee Olstead,Heather Sossaman,Horror Mystery Thriller,Unfriended,2014.0,Levan Gabriadze Shelley Hennig  Renee Olstead Heather Sossaman Horror Mystery Thriller
Martin Scorsese,Robert De Niro,Albert Brooks,Peter Boyle,Crime Drama,Taxi Driver,1976.0,Martin Scorsese Robert De Niro  Albert Brooks Peter Boyle Crime Drama
Joe Dante,Patrick Macnee,Robert Picardo,Dee Wallace,Horror,The Howling,1981.0,Joe Dante Patrick Macnee  Robert Picardo Dee Wallace Horror
Terence Young,Ursula Andress,Jack Lord,Lois Maxwell,Action Adventure Thriller,Dr. No,1962.0,Terence Young Ursula Andress  Jack Lord Lois Maxwell Action Adventure Thriller
Bradley Parker,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski,Horror Mystery Sci-Fi Thriller,Chernobyl Diaries,2012.0,Bradley Parker Jesse McCartney  Ingrid Bolsø Berdal Jonathan Sadowski Horror Mystery Sci-Fi Thriller
Clive Barker,Andrew Robinson,Ashley Laurence,Clare Higgins,Fantasy Horror,Hellraiser,1987.0,Clive Barker Andrew Robinson  Ashley Laurence Clare Higgins Fantasy Horror
Harold Cronk,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera,Drama,God's Not Dead 2,2016.0,Harold Cronk Benjamin A. Onyango  Robin Givens Maria Canals-Barrera Drama
Jeff Wadlow,Julian Morris,Gary Cole,Lindy Booth,Drama Horror Mystery Thriller,Cry_Wolf,2005.0,Jeff Wadlow Julian Morris  Gary Cole Lindy Booth Drama Horror Mystery Thriller
Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura,Action Adventure Drama Sci-Fi Thriller,Godzilla 2000,1999.0,Takao Okawara Hiroshi Abe  Naomi Nishida Sakae Kimura Action Adventure Drama Sci-Fi Thriller
Derek Cianfrance,Ryan Gosling,Mike Vogel,John Doman,Drama Romance,Blue Valentine,2010.0,Derek Cianfrance Ryan Gosling  Mike Vogel John Doman Drama Romance
Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese,Adventure Comedy Drama,Transamerica,2005.0,Duncan Tucker Kevin Zegers  Felicity Huffman Paul Borghese Adventure Comedy Drama
William Brent Bell,Fernanda Andrade,Claudiu Trandafir,Brian Johnson,Horror,The Devil Inside,2012.0,William Brent Bell Fernanda Andrade  Claudiu Trandafir Brian Johnson Horror
Russ Meyer,Charles Napier,Cynthia Myers,Harrison Page,Comedy Drama Music,Beyond the Valley of the Dolls,1970.0,Russ Meyer Charles Napier  Cynthia Myers Harrison Page Comedy Drama Music
Robert D. Webb,James Drury,Neville Brand,Debra Paget,Drama Romance Western,Love Me Tender,1956.0,Robert D. Webb James Drury  Neville Brand Debra Paget Drama Romance Western
Davis Guggenheim,Billy West,Al Gore,unknown,Documentary,An Inconvenient Truth,2006.0,Davis Guggenheim Billy West  Al Gore unknown Documentary
Allan Dwan,James Brown,Richard Jaeckel,Forrest Tucker,Action Drama Romance War,Sands of Iwo Jima,1949.0,Allan Dwan James Brown  Richard Jaeckel Forrest Tucker Action Drama Romance War
Martin Scorsese,Mick Jagger,Keith Richards,Albert Maysles,Biography Documentary Music,Shine a Light,2008.0,Martin Scorsese Mick Jagger  Keith Richards Albert Maysles Biography Documentary Music
Eli Roth,Daryl Sabara,Richard Burgi,Magda Apanowicz,Adventure Horror,The Green Inferno,2013.0,Eli Roth Daryl Sabara  Richard Burgi Magda Apanowicz Adventure Horror
Andrew Steggall,Juliet Stevenson,Alex Lawther,Niamh Cusack,Drama Family Romance,Departure,2015.0,Andrew Steggall Juliet Stevenson  Alex Lawther Niamh Cusack Drama Family Romance
Ben Lewin,W. Earl Brown,Adam Arkin,Rhea Perlman,Biography Comedy Drama Romance,The Sessions,2012.0,Ben Lewin W. Earl Brown  Adam Arkin Rhea Perlman Biography Comedy Drama Romance
Robert Kenner,Michael Pollan,Eric Schlosser,Barbara Kowalcyk,Documentary,"Food, Inc.",2008.0,Robert Kenner Michael Pollan  Eric Schlosser Barbara Kowalcyk Documentary
Andrew Erwin,Rachel Hendrix,Robert Amaya,Jason Burkey,Drama,October Baby,2011.0,Andrew Erwin Rachel Hendrix  Robert Amaya Jason Burkey Drama
Brad Anderson,Philip Seymour Hoffman,Callie Thorne,Holland Taylor,Comedy Drama Romance,Next Stop Wonderland,1998.0,Brad Anderson Philip Seymour Hoffman  Callie Thorne Holland Taylor Comedy Drama Romance
Jason Reitman,J.K. Simmons,Jennifer Garner,Rainn Wilson,Comedy Drama Romance,Juno,2007.0,Jason Reitman J.K. Simmons  Jennifer Garner Rainn Wilson Comedy Drama Romance
Craig Johnson,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins,Comedy Drama,The Skeleton Twins,2014.0,Craig Johnson Ty Burrell  Boyd Holbrook Kathleen Rose Perkins Comedy Drama
Sean Durkin,Christopher Abbott,Julia Garner,Brady Corbet,Drama Mystery Thriller,Martha Marcy May Marlene,2011.0,Sean Durkin Christopher Abbott  Julia Garner Brady Corbet Drama Mystery Thriller
Gillian Robespierre,Gaby Hoffmann,Jenny Slate,Jake Lacy,Comedy Drama,Obvious Child,2014.0,Gillian Robespierre Gaby Hoffmann  Jenny Slate Jake Lacy Comedy Drama
Courtney Hunt,Charlie McDermott,Michael O'Keefe,Misty Upham,Crime Drama,Frozen River,2008.0,Courtney Hunt Charlie McDermott  Michael O'Keefe Misty Upham Crime Drama
Morgan Neville,Sheryl Crow,Lou Adler,Merry Clayton,Documentary Music,20 Feet from Stardom,2013.0,Morgan Neville Sheryl Crow  Lou Adler Merry Clayton Documentary Music
James Toback,Robert Downey Jr.,Natasha Gregson Wagner,Angel David,Comedy Drama,Two Girls and a Guy,1997.0,James Toback Robert Downey Jr.  Natasha Gregson Wagner Angel David Comedy Drama
Nicole Holofcener,Kevin Corrigan,Anne Heche,Vincent Pastore,Comedy Drama Romance,Walking and Talking,1996.0,Nicole Holofcener Kevin Corrigan  Anne Heche Vincent Pastore Comedy Drama Romance
Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,Comedy Drama Music,The Full Monty,1997.0,Peter Cattaneo Tom Wilkinson  Mark Addy Lesley Sharp Comedy Drama Music
Chris Paine,Ed Begley Jr.,Phyllis Diller,Colette Divine,Documentary,Who Killed the Electric Car?,2006.0,Chris Paine Ed Begley Jr.  Phyllis Diller Colette Divine Documentary
Greg Berlanti,Justin Theroux,Nia Long,Mary McCormack,Comedy Drama Romance Sport,The Broken Hearts Club: A Romantic Comedy,2000.0,Greg Berlanti Justin Theroux  Nia Long Mary McCormack Comedy Drama Romance Sport
Don Coscarelli,Daniel Roebuck,Ossie Davis,Ella Joyce,Comedy Fantasy Mystery,Bubba Ho-Tep,2002.0,Don Coscarelli Daniel Roebuck  Ossie Davis Ella Joyce Comedy Fantasy Mystery
Rob Letterman,Odeya Rush,Dylan Minnette,Ken Marino,Adventure Comedy Family Fantasy Horror,Goosebumps,2015.0,Rob Letterman Odeya Rush  Dylan Minnette Ken Marino Adventure Comedy Family Fantasy Horror
Marc Levin,Sonja Sohn,Saul Williams,Bonz Malone,Drama,Slam,1998.0,Marc Levin Sonja Sohn  Saul Williams Bonz Malone Drama
Richard Dutcher,Wilford Brimley,Frank Gerrish,Rick Macy,Crime Drama Mystery,Brigham City,2001.0,Richard Dutcher Wilford Brimley  Frank Gerrish Rick Macy Crime Drama Mystery
Khalid Mohamed,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri,Drama Romance,Fiza,2000.0,Khalid Mohamed Karisma Kapoor  Manoj Bajpayee Jaya Bhaduri Drama Romance
Mel Brooks,Madeline Kahn,Sid Caesar,Dom DeLuise,Comedy,History of the World: Part I,1981.0,Mel Brooks Madeline Kahn  Sid Caesar Dom DeLuise Comedy
Trey Parker,Trey Parker,Dian Bachar,Matt Stone,Comedy Sci-Fi,Orgazmo,1997.0,Trey Parker Trey Parker  Dian Bachar Matt Stone Comedy Sci-Fi
David Gordon Green,Zooey Deschanel,Paul Schneider,Shea Whigham,Drama Romance,All the Real Girls,2003.0,David Gordon Green Zooey Deschanel  Paul Schneider Shea Whigham Drama Romance
Finn Taylor,David Arquette,Cathy Moriarty,Kathryn Erbe,Comedy Drama,Dream with the Fishes,1997.0,Finn Taylor David Arquette  Cathy Moriarty Kathryn Erbe Comedy Drama
Karen Moncrieff,Frances Fisher,Agnes Bruckner,A.J. Buckley,Drama,Blue Car,2002.0,Karen Moncrieff Frances Fisher  Agnes Bruckner A.J. Buckley Drama
José Luis Valenzuela,Cheech Marin,Lupe Ontiveros,Robert Beltran,Comedy Romance,Luminarias,2000.0,José Luis Valenzuela Cheech Marin  Lupe Ontiveros Robert Beltran Comedy Romance
Gia Coppola,James Franco,Nat Wolff,Olivia Crocicchia,Drama,Palo Alto,2013.0,Gia Coppola James Franco  Nat Wolff Olivia Crocicchia Drama
Scandar Copti,Shahir Kabaha,Scandar Copti,Ranin Karim,Crime Drama,Ajami,2009.0,Scandar Copti Shahir Kabaha  Scandar Copti Ranin Karim Crime Drama
Goran Dukic,Leslie Bibb,Patrick Fugit,Chase Ellison,Comedy Drama Fantasy Romance,Wristcutters: A Love Story,2006.0,Goran Dukic Leslie Bibb  Patrick Fugit Chase Ellison Comedy Drama Fantasy Romance
Mike Cahill,Steven Yeun,Cara Seymour,Venida Evans,Drama Romance Sci-Fi,I Origins,2014.0,Mike Cahill Steven Yeun  Cara Seymour Venida Evans Drama Romance Sci-Fi
Efram Potelle,Shiri Appleby,Elden Henson,Kathleen Quinlan,Comedy Drama Romance,The Battle of Shaker Heights,2003.0,Efram Potelle Shiri Appleby  Elden Henson Kathleen Quinlan Comedy Drama Romance
Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,Drama Fantasy Thriller,The Lovely Bones,2009.0,Peter Jackson Michael Imperioli  AJ Michalka Tom McCarthy Drama Fantasy Thriller
Joshua Oppenheimer,Anwar Congo,Herman Koto,Syamsul Arifin,Biography Crime Documentary History,The Act of Killing,2012.0,Joshua Oppenheimer Anwar Congo  Herman Koto Syamsul Arifin Biography Crime Documentary History
Alex Gibney,Alex Gibney,George W. Bush,Greg D'Agostino,Crime Documentary War,Taxi to the Dark Side,2007.0,Alex Gibney Alex Gibney  George W. Bush Greg D'Agostino Crime Documentary War
Paul Crowder,Pelé,Marv Albert,Ahmet Ertegun,Documentary Sport,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006.0,Paul Crowder Pelé  Marv Albert Ahmet Ertegun Documentary Sport
Rohit Jagessar,Kumar Gaurav,Rufus Graham,Aasheekaa Bathija,Drama,Guiana 1838,2004.0,Rohit Jagessar Kumar Gaurav  Rufus Graham Aasheekaa Bathija Drama
Griffin Dunne,Mira Sorvino,Fisher Stevens,Melissa Gilbert,Comedy Drama,Lisa Picard Is Famous,2000.0,Griffin Dunne Mira Sorvino  Fisher Stevens Melissa Gilbert Comedy Drama
Anthony Powell,Josh Swanson,Tom Hamann,Anthony Powell,Adventure Biography Documentary Drama,Antarctica: A Year on Ice,2013.0,Anthony Powell Josh Swanson  Tom Hamann Anthony Powell Adventure Biography Documentary Drama
Kief Davidson,G.W. Krauss,Brian Whitaker,Jason Bateman,Documentary,A Lego Brickumentary,2014.0,Kief Davidson G.W. Krauss  Brian Whitaker Jason Bateman Documentary
Johnny Remo,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames,Action Drama,Hardflip,2012.0,Johnny Remo Matthew Ziff  Randy Wayne Raquel Elizabeth Ames Action Drama
Vivek Agnihotri,Emraan Hashmi,Anil Kapoor,Sunil Shetty,Thriller,Chocolate: Deep Dark Secrets,2005.0,Vivek Agnihotri Emraan Hashmi  Anil Kapoor Sunil Shetty Thriller
Ti West,Lena Dunham,Greta Gerwig,Dee Wallace,Horror,The House of the Devil,2009.0,Ti West Lena Dunham  Greta Gerwig Dee Wallace Horror
Nick Tomnay,David Hyde Pierce,Clayne Crawford,Nathaniel Parker,Comedy Crime Thriller,The Perfect Host,2010.0,Nick Tomnay David Hyde Pierce  Clayne Crawford Nathaniel Parker Comedy Crime Thriller
John Hamburg,Harvey Fierstein,Michael Lerner,Josh Pais,Comedy Crime,Safe Men,1998.0,John Hamburg Harvey Fierstein  Michael Lerner Josh Pais Comedy Crime
Nickolas Perry,Patrick Renna,Patsy Kensit,Adrienne Frantz,Crime Drama Romance,Speedway Junky,1999.0,Nickolas Perry Patrick Renna  Patsy Kensit Adrienne Frantz Crime Drama Romance
Dan Zukovic,Yul Vazquez,Louis Mustillo,James Lorinz,Comedy Drama,The Last Big Thing,1996.0,Dan Zukovic Yul Vazquez  Louis Mustillo James Lorinz Comedy Drama
Craig Mazin,Judy Greer,James Gunn,Jamie Kennedy,Action Comedy Fantasy Sci-Fi,The Specials,2000.0,Craig Mazin Judy Greer  James Gunn Jamie Kennedy Action Comedy Fantasy Sci-Fi
Becky Smith,Will Rothhaar,Emily Baldoni,Hallee Hirsh,Comedy Romance,16 to Life,2009.0,Becky Smith Will Rothhaar  Emily Baldoni Hallee Hirsh Comedy Romance
Eric Nicholas,Jordana Spiro,Ana Claudia Talancón,Jonathon Trent,Crime Drama Thriller,Alone with Her,2006.0,Eric Nicholas Jordana Spiro  Ana Claudia Talancón Jonathon Trent Crime Drama Thriller
Benjamin Dickinson,Nora Zehetner,Alexia Rasmussen,Meredith Hagner,Drama Sci-Fi,Creative Control,2015.0,Benjamin Dickinson Nora Zehetner  Alexia Rasmussen Meredith Hagner Drama Sci-Fi
Hal Haberman,Michael Rapaport,Paul Blackthorne,Ian Bohen,Comedy Drama Sci-Fi,Special,2006.0,Hal Haberman Michael Rapaport  Paul Blackthorne Ian Bohen Comedy Drama Sci-Fi
Darren Stein,Frances Bay,Jamie Kennedy,Veronica Cartwright,Comedy Drama,Sparkler,1997.0,Darren Stein Frances Bay  Jamie Kennedy Veronica Cartwright Comedy Drama
A. Raven Cruz,Scott Levy,Vanilla Ice,Jennifer Sky,Action Adventure Comedy Fantasy Sci-Fi,The Helix... Loaded,2005.0,A. Raven Cruz Scott Levy  Vanilla Ice Jennifer Sky Action Adventure Comedy Fantasy Sci-Fi
Brian Trenchard-Smith,David Keith,Mariel Hemingway,Jesse Hutch,Action Drama,In Her Line of Fire,2006.0,Brian Trenchard-Smith David Keith  Mariel Hemingway Jesse Hutch Action Drama
Frank Whaley,Lynn Cohen,Frank Whaley,Heather Bucha,Comedy Drama,The Jimmy Show,2001.0,Frank Whaley Lynn Cohen  Frank Whaley Heather Bucha Comedy Drama
Amat Escalante,Kenny Johnston,Andrea Vergara,Gabriel Reyes,Crime Drama Romance,Heli,2013.0,Amat Escalante Kenny Johnston  Andrea Vergara Gabriel Reyes Crime Drama Romance
Wajahat Rauf,Rasheed Naz,Ayesha Omar,Javed Sheikh,Comedy Family,Karachi se Lahore,2015.0,Wajahat Rauf Rasheed Naz  Ayesha Omar Javed Sheikh Comedy Family
Katherine Brooks,Ilene Graff,Kevin McCarthy,Laura Breckenridge,Drama Romance,Loving Annabelle,2006.0,Katherine Brooks Ilene Graff  Kevin McCarthy Laura Breckenridge Drama Romance
David Cross,Jason Ritter,Matt Walsh,Amy Sedaris,Comedy Drama,Hits,2014.0,David Cross Jason Ritter  Matt Walsh Amy Sedaris Comedy Drama
Randall Rubin,Nicole Randall Johnson,A.J. Buckley,James Eckhouse,Crime Drama Thriller,Jimmy and Judy,2006.0,Randall Rubin Nicole Randall Johnson  A.J. Buckley James Eckhouse Crime Drama Thriller
Robert Bennett,Randy Wayne,Lauren C. Mayhew,Alicia Ziegler,Comedy,Frat Party,2009.0,Robert Bennett Randy Wayne  Lauren C. Mayhew Alicia Ziegler Comedy
Guy Hamilton,Oliver Reed,Eddie Albert,Louise Sorel,Drama,The Party's Over,1965.0,Guy Hamilton Oliver Reed  Eddie Albert Louise Sorel Drama
Mary Pat Kelly,Aidan Quinn,Ossie Davis,Janet Hubert,Drama,Proud,2004.0,Mary Pat Kelly Aidan Quinn  Ossie Davis Janet Hubert Drama
Lori Petty,Jennifer Lawrence,Chloë Grace Moretz,Bokeem Woodbine,Drama,The Poker House,2008.0,Lori Petty Jennifer Lawrence  Chloë Grace Moretz Bokeem Woodbine Drama
Charlie Levi,Joe Mantegna,Barbara Hershey,Diane Venora,Drama,Childless,2008.0,Charlie Levi Joe Mantegna  Barbara Hershey Diane Venora Drama
Kevin Hamedani,Russell Hodgkinson,Janette Armand,Kevin Hamedani,Comedy Horror Sci-Fi,ZMD: Zombies of Mass Destruction,2009.0,Kevin Hamedani Russell Hodgkinson  Janette Armand Kevin Hamedani Comedy Horror Sci-Fi
David DeCoteau,Maureen McCormick,Shanley Caswell,Tim Abell,Horror,Snow White: A Deadly Summer,2012.0,David DeCoteau Maureen McCormick  Shanley Caswell Tim Abell Horror
